label,message,Unnamed: 2,Unnamed: 3,Unnamed: 4,cleaned_message,message_length
0,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,,,,get gandhipuram walk cross cut road right side ltgt street road turn first right,109
0,Dear we are going to our rubber place,,,,dear going rubber place,37
0,"Sorry battery died, yeah I'm here",,,,sorry battery died yeah im,33
0,Yes:)here tv is always available in work place..,,,,yeshere tv always available work place,48
1,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,,,,text meet someone sexy today u find date even flirt u join p reply name age eg sam msg recdthirtyeight pence,157
0,I have printed it oh. So  &lt;#&gt;  come upstairs,,,,printed oh ltgt come upstairs,50
0,Or ill be a little closer like at the bus stop on the same street,,,,ill little closer like bus stop street,65
0,Where are you?when wil you reach here?,,,,youwhen wil reach,38
0,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",,,,new theory argument wins situation loses person dont argue ur friends kick amp say im always correct,145
1,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,,,,u secret admirer looking make contact ufind rreveal thinks ur specialcall,145
0,Tomarrow final hearing on my laptop case so i cant.,,,,tomarrow final hearing laptop case cant,51
0,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,,,,pleassssssseeeeee tel v avent done sportsx,45
0,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",,,,okay shining meant signing sounds better,83
0,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",,,,although told u dat im baig face watches really like e watch u gave cos fr u thanx everything dat uve done today im touched,155
0,U don't remember that old commercial?,,,,u dont remember old commercial,37
0,Too late. I said i have the website. I didn't i have or dont have the slippers,,,,late said website didnt dont slippers,78
0,I asked you to call him now ok,,,,asked call ok,30
0,Kallis wont bat in 2nd innings.,,,,kallis wont bat nd innings,31
0,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,,,,didnt work oh ok goodnight ill fix ready time wake dearly missed good night sleep,146
1,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,,,,congratulations ur awarded cd vouchers gift guaranteed free entry wkly draw txt music tncs wwwldewcomwinppmxage,150
0,Ranjith cal drpd Deeraj and deepak 5min hold,,,,ranjith cal drpd deeraj deepak min hold,44
0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",,,,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da,179
0,What you doing?how are you?,,,,doinghow,27
0,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",,,,ups days also shipping company takes wks way usps takes week gets lag may bribe nipost get stuff,179
0,"I'm back, lemme know when you're ready",,,,im back lemme know youre ready,38
0,Don't necessarily expect it to be done before you get back though because I'm just now headin out,,,,dont necessarily expect done get back though im headin,97
0,Mmm so yummy babe ... Nice jolt to the suzy,,,,mmm yummy babe nice jolt suzy,43
0,Where are you lover ? I need you ...,,,,lover need,36
1,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,,,,tried contact reply offer video handset anytime networks mins unlimited text camcorder reply call,154
0,IÛ÷m parked next to a MINI!!!! When are you coming in today do you think?,,,,iûm parked next mini coming today think,74
0,Yup,,,,yup,3
0,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,,,,anyway im going shopping cos sis done yet dun disturb u liao,85
0,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,,,,luton ring ur around h,51
1,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,,,,hey really horny want chat see naked text hot text charged pm unsubscribe text stop,121
0,Why you Dint come with us.,,,,dint come us,26
0,Same. Wana plan a trip sometme then,,,,wana plan trip sometme,35
0,"Not sure yet, still trying to get a hold of him",,,,sure yet still trying get hold,47
1,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,,,,ur ringtone service changed free credits go clubmobilescom choose content stop txt club stop pwk club po box mk wt,159
0,The evo. I just had to download flash. Jealous?,,,,evo download flash jealous,47
1,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,,,,ringtone club get uk singles chart mobile week choose top quality ringtone message free charge,133
0,"Come to mu, we're sorting out our narcotics situation",,,,come mu sorting narcotics situation,53
0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",,,,night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay,147
1,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,,,,hmv bonus special pounds genuine hmv vouchers answer easy questions play send hmv infowwwpercentrealcom,155
0,"Usf I guess, might as well take 1 car",,,,usf guess might well take car,37
0,No objection. My bf not coming.,,,,objection bf coming,31
0,Thanx...,,,,thanx,8
0,Tell rob to mack his gf in the theater,,,,tell rob mack gf theater,38
0,"Awesome, I'll see you in a bit",,,,awesome ill see bit,30
0,Just sent it. So what type of food do you like?,,,,sent type food like,47
0,All done? All handed in? Celebrations in full swing yet?,,,,done handed celebrations full swing yet,56
0,You got called a tool?,,,,got called tool,22
0,\Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them," just Keep-in-touch\"" gdeve..""",wen u miss someone,19
0,Ok. I asked for money how far,,,,ok asked money far,29
0,Okie...,,,,okie,7
0,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",,,,yeah think usual guys still passed last night get ahold anybody let know ill throw,121
0,"K, I might come by tonight then if my class lets out early",,,,k might come tonight class lets early,58
0,Ok..,,,,ok,4
0,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,,,,hi baby im cruisin girl friend r u give call hour home thats alright fone fone love jenny xxx,148
0,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",,,,life means lot love life love people life world calls friends call world ge,160
0,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",,,,dearshall mail tonitebusy streetshall update tonitethings looking okvarunnathu edukkukayee raksha ollubut good one real sense,152
0,Hey you told your name to gautham ah?,,,,hey told name gautham ah,37
0,Haf u found him? I feel so stupid da v cam was working.,,,,haf u found feel stupid da v cam working,55
0,Oops. 4 got that bit.,,,,oops got bit,21
0,Are you this much buzy,,,,much buzy,22
0,I accidentally deleted the message. Resend please.,,,,accidentally deleted message resend please,50
1,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,,,,tmobile customer may claim free camera phone upgrade pay go sim card loyalty call offer ends thfebtcs apply,159
0,Unless it's a situation where YOU GO GURL would be more appropriate,,,,unless situation go gurl would appropriate,67
0,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,,,,hurt tease make cry end life die plz keep one rose grave say stupid miss u nice day bslvyl,153
0,I cant pick the phone right now. Pls send a message,,,,cant pick phone right pls send message,51
0,Need a coffee run tomo?Can't believe it's that time of week already,,,,need coffee run tomocant believe time week already,67
0,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",,,,awesome remember last time got somebody high first time diesel v,88
0,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",,,,shit really shocking scary cant imagine second def night u think somewhere could crash night save taxi,157
0,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,,,,oh way food fridge want go meal tonight,91
0,He is a womdarfull actor,,,,womdarfull actor,24
1,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",,,,sms ac blind date u rodds aberdeen united kingdom check httpimg sms acwicmbcktzr blind dates send hide,146
0,Yup... From what i remb... I think should be can book... ,,,,yup remb think book,57
0,Jos ask if u wana meet up?,,,,jos ask u wana meet,26
0,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,,,,lol yes friendship hanging thread cause u wont buy stuff,71
1,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",,,,themob check newest selection content games tones gossip babes sport keep mobile fit funky text wap,138
0,Where are the garage keys? They aren't on the bookshelf,,,,garage keys arent bookshelf,55
0,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,,,,today accept dayu accept brother sister lover dear best clos lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply means enemy,156
